track_genre,danceability,energy,loudness,speechiness,acousticness,instrumentalness,liveness,popularity
acoustic,0.1030015825825826,-0.763021714014014,-9.26057840940941,-0.04119799899899901,0.7625256702268371,0.009622191374184198,-0.11023327847847852,273.60531631631625
afrobeat,-0.03265207207207207,-0.0892962842842843,2.1194092562562585,0.04787449339339341,0.1066686884207208,-0.3740849999133534,0.00312381981981983,110.51431331331334
alt-rock,0.04351861961961951,-0.4428019409409413,-0.36334621921922083,-0.04717866016016015,-0.02991390784351339,-0.10985117498099099,0.22479926946946932,970.564315315315
alternative,-0.024688087087086984,0.15700989989989952,3.020052901901901,-0.21406079669669667,-0.5630630822721021,-0.0658051594233234,0.028173460360360364,1066.6440750750753
ambient,0.11403928048048066,0.17543570381381382,11.473922637637637,-0.022188530530530538,-0.053500212929329216,-0.8071681666767768,-0.1319761482482482,321.1456646646646
anime,-0.01964722802802804,0.16074914154154163,5.144129237237239,-0.06790385985985985,-0.42986428736264265,-0.2072266574180982,-0.15478018018018017,139.50752352352353
black-metal,0.1737965024024024,-0.12364222992992992,1.7437270030030034,-0.0451603941941942,0.0469533211398999,-0.012177342864514492,-0.14736527997997997,88.56596496496503
bluegrass,0.0365958038038038,-0.18228169129129126,-0.5542405965965967,0.003045302502502502,0.11887637932332333,-0.1815940226657457,-0.13126635515515517,63.110134134134164
blues,-0.43912872472472464,0.8153455755755756,6.606975811811807,-0.08422963243243242,-3.288510531848248,0.4740984527604003,-0.2000675263263265,755.3840400400403
brazil,-0.04651567567567568,-0.02392399399399402,2.994791781781781,0.07947784584584583,0.0018739580910910885,-0.15969922065345318,0.19236332332332334,86.7078078078077
breakbeat,-0.38342328528528524,0.09497515015015012,2.6898265665665666,-0.028964697897897913,-0.007762310100240234,0.028689926178208112,0.12128797077077078,165.2811521521521
british,0.35913284124124106,0.7033755355955956,26.65134967567568,-0.028809829829829832,-0.6658672271276475,-1.785806411037277,0.07040338658658656,550.0668628628631
cantopop,-0.018727478478478478,-0.08125164344344346,3.96815574974975,9.601121121120753e-05,0.5112435396412414,-0.010933920061141147,-0.24981836896896895,184.75963863863862
chicago-house,-0.01746212612612615,-0.08037325825825824,0.8719649389389393,-0.03464891821821821,0.0124747536293994,-0.28361948902506506,0.07143154054054054,91.80988888888896
children,0.41968373473473464,-0.9246580615215216,-10.812937400400395,-0.18495276506506508,0.48928937700220226,-0.29526985315752763,-0.1316514907907908,288.7455365365365
chill,0.0965603143143143,-0.10467668458458454,-4.5658902122122145,0.1511086265265265,-0.003428438813613588,-0.0025618750013612877,0.10927927927927926,223.5407397397397
classical,0.5561177637637641,1.3229328619319314,43.43913201201202,0.1195593763763764,-0.8463676222897897,-1.9298819388401403,0.08143316516516513,327.3673423423422
club,0.09061382802802795,0.04845863423423426,5.356595065065064,-0.2747599043043043,-0.025288536507727725,-0.2597939828464864,-0.18052177477477482,182.91867467467466
comedy,0.2930495895895893,-0.1540275795795797,6.93312516916917,-0.976713802202202,-0.7932140423383381,0.0038743230944144114,-0.8094426906906907,54.259875875875885
country,0.19668545345345345,-0.021749895495495584,-10.458844060060063,0.041910306306306315,-0.08862352713513498,0.0582894131110711,-0.03009396356356343,739.5007167167166
dance,-0.1768014414414415,-0.5629392092092089,-1.2086670370370356,-0.10318867067067072,0.813203219728729,-0.051002776066866914,-0.2759839799799799,1201.4393393393395
dancehall,0.001873950950950983,-0.035070424424424367,0.3400194054054058,-0.10816987857857852,0.17966698526226224,0.08799605733601598,-0.09555966946946944,454.3172282282284
death-metal,0.09913799589589589,-0.06512155155155164,2.227775658658659,-0.09268056846846846,0.02648691658808807,-0.2072892110488989,-0.30406749789789783,199.70814714714706
deep-house,-0.2361471311311312,-0.15173757757757758,1.7264042122122125,-0.029425362962962963,0.3596590166936537,-0.8944783263625224,-0.005849590390390399,360.62976576576585
detroit-techno,0.0012554234234234394,-0.14132828588588586,-0.0524852292292293,-0.011661066866866871,0.12938656898054055,-0.2740801168200198,0.016358374974974964,80.0878118118118
disco,0.2542380140140141,-0.7585434734734735,-22.28539669269269,-0.08653747267267266,-0.036564118186987016,0.05452313204062066,-0.37697993433433424,612.9064224224226
disney,0.01485158038038044,0.5006997507907907,16.141396564564563,-0.016959785385385392,-0.6089857715971975,-1.1639798540158555,0.11348814734734734,144.83353753753758
drum-and-bass,-0.26868498698698706,-0.04310129629629629,5.05339336136136,-0.11094092432432434,0.13672884854562561,-1.407820193004084,-0.11069892522522526,208.51786886886882
dub,-0.5138844034034034,0.38667481181181185,12.635905615615616,-0.040870114114114134,-0.054708151112912884,-0.4866008410242944,-0.07467092872872871,208.6681471471472
dubstep,0.048145566566566565,-0.04270187487487489,2.354893814814814,0.015746359559559574,-0.08152747742152153,-0.2550983368125225,-0.13377317367367364,152.61712812812812
edm,-0.05683387387387384,-0.703723995995996,-3.3230022662662666,0.04697452252252253,0.7737943504144145,0.10243298074274272,0.08317412372372374,1089.8728488488496
electro,-0.02667484984984973,-0.7513683683683682,-3.846839039039037,-0.07068566566566561,0.5041323181181183,0.16632405211761753,-0.1009133033033031,1186.870245245245
electronic,0.07553541041041044,-0.010736834334334361,1.3468378128128142,0.02481538038038039,-0.10619943679429429,0.26115678029829825,-0.05623973723723728,287.5449199199199
emo,0.4307176296296298,-0.8729211914898903,-6.972794306306305,0.10941068908908902,0.5811101587723723,0.10879101066474474,-0.26657979259259257,309.296912912913
folk,0.058456372372372396,-0.4114143563563565,-6.319036506506507,0.03440487187187186,1.0942160622642643,0.442253497976937,-0.1548758154154153,579.3292932932933
forro,-0.022956932932932928,0.029132656656656656,0.7896186446446445,-0.013133830430430428,0.01455643213213212,0.001109916252652649,0.006647018418418417,16.960684684684704
french,0.28520948028028026,0.2532909475475476,6.488647073073075,-0.47597119339339344,-0.5103883506455758,0.3820013603861462,-0.11072066106106107,355.38389489489475
funk,1.3403260780780775,0.18467499699699705,17.86142703903904,1.2856574404404408,0.16017164178358365,-0.06215261092776778,0.07841499319319321,670.120436436436
garage,0.5613574722722722,-0.7976021521521522,-8.929342604604603,-0.1621883304304304,0.5334214205246447,0.45602111115219235,-0.3602140118118118,326.8954064064064
german,0.50228241991992,0.712596568888889,22.99359332932933,0.3983513176176176,-1.7529497551810511,-0.8844631148524219,-0.0037715033033033246,572.8998988988991
gospel,-0.057304726726726755,0.028834795195195186,0.7448491541541539,-0.011466107307307308,-0.06478526624324325,-0.0033348423153453425,0.031000465065065038,27.36604504504503
goth,-0.10046634134134132,-0.0232677655081082,2.3577142702702703,-0.07371458448448451,-0.08658108954726738,-0.04787522035920923,-0.10625527887887888,142.27971071071065
grindcore,-0.01407283533533534,-0.011014639639639624,-0.10830417917917896,-0.01035013763763764,0.0023521811486486477,-0.012398736607857836,-0.018209496996997008,20.248623623623622
