popularity,duration_ms,explicit,danceability,energy,key,loudness,speechiness,acousticness,liveness,valence,tempo,time_signature,track_genre
0.7056401450773571,0.3405683972470367,0.07926829268292683,0.6246821722681546,0.33107692236167097,0.43421998562185493,0.7220455167195168,0.008386792156050496,0.6132574628010133,0.045007643934469016,0.48349311653920307,0.48697325732647223,0.7926315789473679,acoustic
0.388782786957055,0.481238209385635,0.0274390243902439,0.8210655443232101,0.6916871048334524,0.7979870596693028,0.8032530101426985,0.0687037394310773,0.2892246215949819,0.10389683815915204,0.8464035152500451,0.48984364283870363,0.8568421052631581,afrobeat
0.5560072188250136,0.42685667622188883,0.08536585365853659,0.5999679205739601,0.7609401316623806,0.9324227174694464,0.8814919686357486,0.024844815600817034,0.1264204514533272,0.15208133093681261,0.608038525821754,0.566605134097949,0.8494736842105266,alt-rock
0.38769645892103094,0.3704485954238981,0.25,0.641595885977281,0.7149031367631361,0.809489575844716,0.8870108798132135,0.045766487185333486,0.15451253753802302,0.1354160699000663,0.5780508219539338,0.53259303470504,0.8526315789473684,alternative
0.7355667303278257,0.43358520150947566,0.007621951219512196,0.327249917550965,0.06382381389234892,0.3623292595255214,0.2738459028454817,0.006041313278862544,0.8431504903992008,0.0,0.14446614731232008,0.375145919016056,0.5484210526315789,ambient
0.8158323550540536,0.3208718356559155,0.08384146341463415,0.6048099498595298,0.6529842348311257,0.640546369518332,0.7962541893599769,0.06973950847114588,0.28580252878765167,0.12752456925269393,0.49729090708976803,0.5509615026126125,0.8326315789473688,anime
0.3546160180821054,0.7443567133138934,0.19969512195121952,0.21029765942942819,0.9237197346063178,0.6649892163910853,0.864989145256722,0.0695073269419382,0.022291281536831725,0.2106326104764071,0.1764997108723152,0.6227788276440642,0.7284210526315786,black-metal
0.411157640215163,0.36826823611349335,0.007621951219512196,0.600293624950592,0.45905162409788725,0.7929547088425593,0.6987884513189604,0.0020439769633607066,0.6020584634876677,0.18481190887235485,0.762445953405765,0.5941375590552442,0.8199999999999998,bluegrass
0.5077357069016872,0.3728773693842574,0.021341463414634148,0.655737020721509,0.5286240769904781,0.7735442127965495,0.7673523734593803,0.037160458873106685,0.428550664519347,0.11748499059605408,0.721395408630136,0.4523910540848044,0.7957894736842106,blues
0.7439594904771083,0.5895980294880493,0.13109756097560973,0.6465403730215301,0.5809990297295109,0.7059669302659959,0.8124219471808787,0.0818171239167298,0.35658795373280117,0.3168375618375421,0.5439789319060568,0.5283910994529613,0.8684210526315792,brazil
0.31386119531126805,0.7890941952030796,0.07317073170731708,0.7827895516000022,0.8945651285432908,0.8619698058950389,0.8891847663518775,0.06749202467582976,0.027059037559095892,0.17099215620937488,0.5505271366972833,0.6854885235059369,0.9021052631578947,breakbeat
0.7287508979727717,0.3682924072992112,0.05945121951219512,0.5456011496218802,0.4278335849913619,0.38749101365923844,0.6695494643774096,0.01780072310348197,0.46120954126968544,0.08455436866961732,0.5042307063427462,0.4843960656519144,0.7515789473684209,british
0.5699542690939674,0.4006134965076541,0.003048780487804878,0.6219259603573583,0.3665766325630825,0.4996405463695184,0.7112927179819839,0.0025908841745459488,0.5798102144361797,0.11770156404347329,0.4432432060022817,0.5615490909015735,0.831578947368421,cantopop
0.17747446253044347,0.9783490391827766,0.0274390243902439,0.9791647401280069,0.73268123996867,1.0,0.7366554620704859,0.051735278535708494,0.03132932774984337,0.015563798161060433,0.698279573015179,0.5565272295811827,0.9010526315789478,chicago-house
0.5753508664342157,0.02196874958225592,0.0,0.8978057508917999,0.41100366077370565,0.06254493170381004,0.724061492046,0.07723933377820874,0.5386540708200607,0.09780329157829828,0.8406785443104048,0.5482935746243383,0.776842105263158,children
0.9013193629211711,0.14797541976344686,0.2606707317073171,0.8124990282061627,0.3194200958290595,0.6570812365204892,0.6724376482070176,0.09040213339747558,0.5774340354287592,0.07309945529805709,0.4567257914258546,0.4369713181351236,0.8547368421052632,chill
0.19001979920452752,0.41686375234804984,0.0,0.35025544879689874,0.0,0.3896477354421277,0.19825167560933776,0.01894297827655047,0.9999999999999999,0.07054039489247307,0.42669936424473937,0.33035355826603086,0.5863157894736841,classical
0.5454067597638113,0.30447430304753154,0.12957317073170732,0.7126732554970797,0.7172004695080423,0.5298346513299785,0.8467600218167195,0.07948445121501374,0.16718127573033786,0.13164472412618813,0.40973405953123154,0.5477289789569206,0.8536842105263163,club
0.3927951921223696,0.38478041292015575,1.0,0.6698585150008143,0.6878065298599578,0.440690150970525,0.6726092695399458,1.0,0.7880636345296949,0.9999999999999999,0.524228588349319,0.23188297915467726,0.4936842105263155,comedy
0.2596324006097454,0.3032227569090339,0.04573170731707317,0.6340130298117707,0.5487519640758968,0.7462257368799428,0.8281062763512806,0.007024048048770375,0.34436953309681245,0.09007633415723912,0.612295447054632,0.5571025017749018,0.7947368421052636,country
0.35883868028665045,0.26862956365175794,0.26524390243902435,0.8509779724002368,0.6994684801538267,0.7232207045291159,0.922081858332441,0.07017770238837956,0.1362998363342975,0.0730776664690019,0.6533449345384306,0.5027994659074797,0.9063157894736844,dance
0.5476670229355387,0.2673625763268985,0.46036585365853655,0.926778710063365,0.6680234179728443,0.6283249460819555,0.8849944638042777,0.20846811137029694,0.2286058152514884,0.0516288182809779,0.7544051168727153,0.40058911486230375,0.9999999999999996,dancehall
0.5249242198587774,0.47737650256457365,0.3826219512195122,0.3281404489646611,0.9999999999999999,0.6046010064701655,0.9226802071736349,0.10305797550512708,0.0,0.2140536444728033,0.25034454068004264,0.5544929690047558,0.7926315789473679,death-metal
0.7463774464282584,0.35923557859193467,0.03810975609756098,0.8879544210277365,0.7443310550385077,0.7548526240115021,0.8432989018340177,0.03158086389902944,0.10374520396129495,0.0779974338018746,0.5142326870600455,0.51337118100548,0.8968421052631581,deep-house
0.15706200830515304,1.0,0.010670731707317074,0.9077912905995006,0.7020700025144453,0.9949676491732564,0.6418363649103367,0.04940789534125258,0.06453690406892976,0.047383189805683096,0.5432392241090862,0.5943277116702403,0.8978947368421051,detroit-techno
